Age,Revenu,Montant_Credit,Duree_Mois,Score_Credit,Nb_Credits_Prec,Ratio_Dette_Revenu,Statut_Emploi,Niveau_Education,Type_Propriete,Historique_Credit,Objet_Credit,Defaut_Paiement
44,44.01,41.47,76,642,4,40.92,CDI,Master,Propriétaire,Bon,Immobilier,0
30,20.67,40.86,12,305,3,15.49,CDI,Master,Locataire,Bon,Consommation,1
62,64.09,10.74,74,493,10,53.58,CDI,Licence,Propriétaire,Excellent,Automobile,1
50,28.31,45.65,70,436,6,30.76,CDI,Master,Propriétaire,Excellent,Immobilier,0
23,30.72,35.25,51,772,9,48.93,CDI,Master,Propriétaire,Excellent,Consommation,1
41,49.33,45.39,23,515,5,22.46,CDI,Licence,Propriétaire,Bon,Immobilier,1
36,54.89,25.12,18,648,1,5.38,CDD,Licence,Locataire,Excellent,Immobilier,1
33,86.55,24.66,30,482,3,77.92,CDI,Licence,Propriétaire,Bon,Immobilier,0
57,106.58,40.3,13,467,10,64.11,Indépendant,Licence,Propriétaire,Bon,Automobile,1
45,95.02,9.2,79,337,6,34.07,Indépendant,Bac,Locataire,Mauvais,Immobilier,1
50,35.03,28.44,37,770,8,4.75,CDI,Licence,Propriétaire,Bon,Consommation,1
76,38.23,42.64,22,751,8,86.56,CDD,Licence,Propriétaire,Mauvais,Automobile,0
76,133.63,42.36,84,789,2,16.98,Indépendant,Licence,Locataire,Excellent,Immobilier,0
65,90.38,48.03,84,441,0,93.07,CDD,Bac,Propriétaire,Acceptable,Consommation,1
58,132.44,36.42,53,402,8,47.86,CDD,Master,Locataire,Excellent,Consommation,0
30,65.16,14.35,68,341,7,34.04,Indépendant,Bac,Locataire,Acceptable,Automobile,1
60,97.94,5.91,45,446,6,74.18,CDI,Bac,Propriétaire,Bon,Immobilier,0
62,85.69,26.57,20,365,5,87.68,Indépendant,Licence,Propriétaire,Bon,Immobilier,1
42,58.08,28.12,11,492,9,37.07,CDI,Licence,Locataire,Bon,Consommation,1
70,78.44,15.81,68,597,6,40.73,CDD,Bac,Propriétaire,Excellent,Immobilier,0
59,82.84,10.61,13,337,10,43.32,CDI,Licence,Autre,Acceptable,Immobilier,1
53,42.1,31.38,37,801,8,92.23,Indépendant,Master,Propriétaire,Mauvais,Automobile,1
80,57.53,39.39,50,727,5,69.26,CDD,Licence,Locataire,Excellent,Immobilier,0
44,121.84,49.69,57,651,9,24.76,CDD,Licence,Locataire,Mauvais,Professionnel,0
55,138.63,39.12,84,625,2,18.5,Indépendant,Bac,Locataire,Excellent,Consommation,0
77,63.57,40.71,18,337,2,23.04,Chômeur,Licence,Propriétaire,Acceptable,Automobile,0
24,56.44,32.74,29,396,3,26.36,Indépendant,Master,Propriétaire,Mauvais,Consommation,1
22,41.35,49.37,45,407,9,23.02,CDI,Licence,Propriétaire,Excellent,Automobile,0
60,106.6,33.8,19,450,9,65.85,Chômeur,Master,Locataire,Bon,Consommation,1
62,58.62,43.71,80,373,7,11.59,CDD,Licence,Propriétaire,Bon,Automobile,1
75,148.35,47.56,75,356,9,38.74,CDD,Master,Locataire,Bon,Immobilier,1
74,58.97,46.84,67,634,8,62.51,Chômeur,Master,Propriétaire,Acceptable,Professionnel,1
68,68.21,22.16,66,551,7,29.09,CDI,Master,Propriétaire,Acceptable,Consommation,1
48,96.45,8.54,6,553,10,6.53,CDI,Master,Propriétaire,Mauvais,Professionnel,1
40,123.23,12.73,71,684,9,8.18,CDD,Licence,Locataire,Excellent,Consommation,0
59,78.39,7.67,37,755,1,12.6,Indépendant,Master,Locataire,Bon,Automobile,0
27,72.06,9.74,18,558,3,83.58,CDI,Licence,Propriétaire,Bon,Immobilier,1
49,149.41,13.31,38,764,3,65.79,CDD,Master,Locataire,Mauvais,Immobilier,0
60,16.42,20.35,37,333,1,6.45,CDD,Bac,Propriétaire,Excellent,Immobilier,0
70,135.83,29.46,61,794,7,39.11,CDD,Licence,Locataire,Mauvais,Immobilier,1
47,35.13,37.03,29,625,2,27.86,Indépendant,Master,Locataire,Bon,Automobile,0
56,121.1,14.49,9,537,1,57.8,CDI,Bac,Propriétaire,Bon,Consommation,0
48,98.42,35.26,28,840,6,52.28,CDD,Licence,Propriétaire,Bon,Immobilier,0
35,61.15,36.69,34,765,0,48.11,Indépendant,Master,Propriétaire,Acceptable,Automobile,0
53,132.97,30.14,26,603,5,31.45,CDI,Bac,Propriétaire,Bon,Immobilier,0
19,16.74,45.66,35,416,2,13.78,CDI,Licence,Locataire,Acceptable,Consommation,1
31,45.6,9.99,25,506,2,74.24,CDI,Licence,Autre,Bon,Professionnel,1
30,91.53,12.97,21,780,4,87.99,Indépendant,Licence,Locataire,Bon,Consommation,1
46,62.46,24.29,72,702,2,94.42,CDI,Bac,Locataire,Excellent,Immobilier,1
29,97.4,10.7,54,532,3,5.86,CDI,Bac,Propriétaire,Acceptable,Automobile,0
56,18.25,30.48,63,583,2,73.99,CDI,Bac,Propriétaire,Bon,Consommation,1
19,30.72,22.93,49,779,6,72.65,CDD,Bac,Locataire,Acceptable,Automobile,1
49,32.16,17.81,30,308,2,94.71,Indépendant,Bac,Locataire,Bon,Professionnel,1
30,40.55,12.65,28,678,9,25.29,Indépendant,Master,Locataire,Bon,Immobilier,1
63,77.01,20.09,64,680,3,74.22,CDI,Licence,Locataire,Bon,Immobilier,0
44,116.54,32.36,6,659,1,5.46,CDD,Master,Propriétaire,Bon,Immobilier,0
66,137.25,30.91,20,475,1,63.12,Indépendant,Bac,Propriétaire,Acceptable,Consommation,1
58,127.78,12.36,57,784,8,35.08,CDI,Licence,Locataire,Acceptable,Automobile,0
34,41.58,10.62,63,704,10,76.89,CDI,Licence,Propriétaire,Excellent,Immobilier,0
57,74.56,6.2,46,332,0,86.33,Chômeur,Master,Locataire,Mauvais,Immobilier,1
48,41.92,5.56,49,764,0,36.48,CDD,Master,Propriétaire,Bon,Automobile,1
51,50.7,44.59,9,456,9,52.56,CDD,Master,Propriétaire,Acceptable,Professionnel,1
77,82.98,7.03,82,501,0,11.74,CDI,Bac,Propriétaire,Excellent,Automobile,0
41,24.19,37.9,73,474,2,41.69,Indépendant,Master,Locataire,Excellent,Immobilier,1
62,44.45,44.24,12,543,1,36.08,CDD,Licence,Locataire,Bon,Automobile,0
52,141.28,9.41,51,568,2,18.31,Indépendant,Master,Propriétaire,Bon,Immobilier,0
65,77.93,24.63,14,745,4,89.45,Retraité,Licence,Propriétaire,Mauvais,Automobile,1
23,75.13,48.3,38,373,8,14.81,Retraité,Licence,Locataire,Excellent,Automobile,1
36,16.97,42.54,38,395,1,63.57,Chômeur,Bac,Propriétaire,Excellent,Consommation,1
47,48.4,27.04,9,472,10,89.01,CDI,Licence,Propriétaire,Excellent,Professionnel,1
24,131.95,39.32,70,705,0,91.2,Chômeur,Bac,Propriétaire,Excellent,Immobilier,0
27,37.22,42.5,39,454,10,79.32,CDI,Bac,Propriétaire,Bon,Consommation,0
58,71.04,20.66,84,482,5,17.61,Chômeur,Bac,Locataire,Bon,Professionnel,1
49,16.93,45.15,69,622,2,81.74,CDI,Doctorat,Propriétaire,Bon,Automobile,0
51,79.58,26.17,30,588,6,27.66,CDD,Licence,Propriétaire,Excellent,Immobilier,0
80,17.84,28.75,60,557,5,92.24,CDI,Master,Propriétaire,Excellent,Consommation,0
45,125.65,49.99,14,473,10,70.91,Indépendant,Doctorat,Propriétaire,Excellent,Consommation,1
77,126.36,42.95,22,629,6,78.53,CDI,Master,Autre,Acceptable,Immobilier,0
32,121.35,21.28,26,530,4,8.5,CDI,Master,Propriétaire,Acceptable,Automobile,0
47,53.25,5.47,65,460,0,58.28,Indépendant,Master,Locataire,Acceptable,Automobile,1
54,128.03,33.18,18,485,2,82.11,CDD,Bac,Propriétaire,Mauvais,Immobilier,1
46,88.3,36.68,8,442,2,86.16,CDI,Bac,Locataire,Acceptable,Consommation,1
39,65.46,34.29,73,581,6,2.86,CDI,Licence,Locataire,Bon,Consommation,1
21,99.42,48.55,9,326,2,93.92,CDI,Licence,Propriétaire,Bon,Consommation,0
37,16.67,43.83,12,545,10,4.33,CDD,Bac,Locataire,Mauvais,Automobile,1
49,34.3,25.2,31,786,4,61.45,Retraité,Licence,Propriétaire,Bon,Automobile,1
53,115.21,7.83,80,501,3,69.34,CDD,Licence,Propriétaire,Bon,Automobile,1
67,47.96,26.42,29,320,3,10.73,CDI,Master,Propriétaire,Bon,Immobilier,1
21,95.73,36.02,15,393,6,4.8,CDI,Licence,Propriétaire,Mauvais,Consommation,0
44,66.99,32.35,18,307,0,78.49,Retraité,Licence,Propriétaire,Acceptable,Consommation,1
34,130.4,29.22,49,771,6,38.47,CDI,Licence,Propriétaire,Bon,Consommation,0
29,143.58,26.1,44,638,7,10.71,CDD,Licence,Propriétaire,Mauvais,Consommation,1
39,134.28,18.22,24,558,2,76.27,CDI,Doctorat,Locataire,Mauvais,Automobile,1
34,51.53,17.48,56,354,2,84.92,Indépendant,Bac,Propriétaire,Excellent,Immobilier,1
27,41.21,27.51,24,847,3,58.74,Chômeur,Licence,Propriétaire,Acceptable,Professionnel,1
71,79.05,12.23,81,305,5,16.12,CDI,Licence,Propriétaire,Acceptable,Automobile,0
18,15.99,20.33,57,676,6,1.52,CDD,Licence,Propriétaire,Excellent,Professionnel,1
39,18.48,19.58,52,349,0,70.08,CDD,Bac,Propriétaire,Acceptable,Automobile,0
43,89.69,31.42,35,411,3,55.01,CDI,Bac,Propriétaire,Bon,Immobilier,0
73,85.26,8.0,51,445,6,65.08,CDI,Bac,Locataire,Acceptable,Consommation,1
76,149.27,42.34,81,529,10,81.32,CDD,Licence,Propriétaire,Mauvais,Consommation,1
35,42.25,30.31,26,796,1,43.42,CDI,Master,Locataire,Bon,Consommation,1
67,49.84,35.19,80,605,0,12.45,Indépendant,Licence,Propriétaire,Bon,Immobilier,0
31,30.33,36.64,53,841,0,94.0,CDI,Bac,Propriétaire,Mauvais,Consommation,1
64,138.87,18.12,67,760,9,54.53,CDI,Licence,Propriétaire,Mauvais,Automobile,0
46,120.0,26.17,63,525,5,61.53,CDI,Bac,Autre,Excellent,Automobile,0
29,126.02,48.03,23,358,4,93.34,CDI,Master,Locataire,Mauvais,Professionnel,1
53,136.87,39.5,64,375,0,93.16,CDD,Licence,Propriétaire,Excellent,Consommation,1
76,85.86,48.63,53,727,9,57.21,CDI,Doctorat,Propriétaire,Bon,Immobilier,1
52,75.91,38.58,68,431,2,29.76,Indépendant,Licence,Propriétaire,Acceptable,Automobile,1
69,59.6,12.9,17,797,10,99.71,Retraité,Master,Propriétaire,Acceptable,Automobile,0
78,94.54,7.9,39,604,6,68.08,Indépendant,Bac,Locataire,Acceptable,Consommation,1
29,76.33,30.99,66,366,8,40.84,CDI,Bac,Locataire,Excellent,Immobilier,0
24,75.96,21.1,58,529,8,55.98,Chômeur,Bac,Propriétaire,Excellent,Consommation,1
46,141.49,17.4,30,632,5,41.58,CDI,Licence,Propriétaire,Mauvais,Consommation,0
28,147.84,41.32,67,576,2,88.83,CDD,Licence,Locataire,Excellent,Immobilier,0
50,122.53,21.51,9,443,0,48.25,CDI,Licence,Locataire,Excellent,Immobilier,0
23,117.16,19.27,18,550,2,82.35,CDI,Master,Locataire,Acceptable,Automobile,1
64,106.88,43.25,47,379,9,84.02,Chômeur,Bac,Propriétaire,Bon,Consommation,0
32,37.42,43.08,54,356,1,82.43,CDI,Licence,Locataire,Bon,Automobile,1
49,22.98,21.04,83,665,10,72.22,CDD,Master,Propriétaire,Excellent,Consommation,0
68,108.25,42.46,61,607,4,85.49,CDI,Licence,Propriétaire,Acceptable,Automobile,0
28,113.39,43.29,52,473,7,38.72,Indépendant,Master,Locataire,Mauvais,Consommation,0
75,21.34,24.08,13,761,4,11.47,Indépendant,Licence,Locataire,Excellent,Immobilier,1
40,140.29,7.99,60,792,0,84.25,CDI,Licence,Propriétaire,Bon,Immobilier,1
43,27.3,5.07,23,673,2,49.82,CDD,Bac,Locataire,Bon,Consommation,1
51,53.6,28.55,40,648,4,12.74,Indépendant,Master,Locataire,Acceptable,Consommation,1
63,105.77,20.48,37,366,6,11.53,CDD,Master,Propriétaire,Bon,Automobile,1
51,37.93,49.87,29,629,4,15.92,CDD,Doctorat,Locataire,Acceptable,Automobile,1
46,22.48,39.76,12,493,9,75.1,CDD,Licence,Locataire,Bon,Automobile,0
21,59.7,39.26,18,454,4,71.09,CDI,Master,Locataire,Bon,Immobilier,1
34,118.41,47.99,74,459,6,20.38,CDD,Licence,Propriétaire,Acceptable,Consommation,1
52,70.85,44.95,47,565,7,84.69,CDD,Licence,Propriétaire,Bon,Automobile,0
30,103.15,19.32,36,467,7,28.13,CDI,Master,Locataire,Acceptable,Automobile,1
58,93.25,12.47,79,444,6,79.3,Chômeur,Bac,Propriétaire,Bon,Automobile,1
56,18.0,38.57,31,485,2,48.88,CDI,Bac,Propriétaire,Excellent,Consommation,1
32,148.45,22.02,81,722,10,73.15,CDI,Licence,Locataire,Bon,Immobilier,1
72,20.59,26.29,37,756,1,38.14,CDI,Master,Locataire,Bon,Automobile,0
46,145.65,33.37,57,644,0,34.71,CDI,Licence,Propriétaire,Bon,Automobile,0
46,89.23,45.85,25,815,5,84.14,CDI,Licence,Propriétaire,Acceptable,Consommation,0
28,145.03,23.86,45,403,8,3.53,Retraité,Doctorat,Locataire,Bon,Automobile,0
69,30.49,40.25,64,546,2,97.47,CDI,Licence,Propriétaire,Acceptable,Immobilier,1
49,81.21,17.08,82,322,4,64.82,CDD,Bac,Propriétaire,Bon,Professionnel,1
19,37.88,36.41,19,824,8,43.25,CDI,Licence,Propriétaire,Excellent,Automobile,1
64,21.88,5.07,49,443,8,62.81,CDD,Master,Locataire,Excellent,Immobilier,0
31,98.37,44.22,53,492,6,12.27,Retraité,Bac,Propriétaire,Acceptable,Consommation,0
37,43.05,6.37,48,764,3,51.41,CDI,Licence,Locataire,Excellent,Consommation,0
39,94.34,37.07,21,674,10,98.51,Indépendant,Bac,Locataire,Excellent,Automobile,1
28,30.17,7.08,40,565,1,23.53,Retraité,Licence,Propriétaire,Excellent,Automobile,0
44,59.82,16.98,58,677,1,72.23,CDD,Bac,Propriétaire,Bon,Immobilier,0
20,120.52,27.37,39,849,3,43.5,CDI,Licence,Propriétaire,Bon,Automobile,0
34,74.0,23.9,8,373,0,65.25,CDD,Licence,Propriétaire,Excellent,Immobilier,0
79,99.75,13.63,73,737,3,20.49,Indépendant,Master,Propriétaire,Bon,Automobile,0
61,102.41,20.02,10,525,10,47.05,CDI,Master,Locataire,Bon,Automobile,0
73,128.91,37.75,15,607,5,98.01,CDD,Master,Propriétaire,Acceptable,Automobile,0
45,58.86,35.12,57,647,5,19.53,CDI,Licence,Locataire,Acceptable,Automobile,1
46,107.78,8.23,34,775,6,63.64,CDI,Bac,Locataire,Acceptable,Automobile,0
38,144.82,38.63,36,614,4,57.56,Chômeur,Bac,Propriétaire,Bon,Immobilier,0
64,113.58,7.39,71,824,8,56.51,CDI,Master,Propriétaire,Excellent,Immobilier,0
33,81.13,29.43,81,724,1,61.51,CDI,Licence,Locataire,Acceptable,Immobilier,1
54,100.15,16.7,74,823,1,50.22,CDD,Doctorat,Locataire,Bon,Immobilier,1
76,114.86,31.45,42,548,3,1.69,CDI,Bac,Autre,Bon,Consommation,1
37,97.66,16.76,32,481,3,90.01,CDI,Bac,Propriétaire,Mauvais,Consommation,1
23,17.25,49.32,38,405,3,82.7,CDD,Licence,Locataire,Mauvais,Consommation,1
36,41.29,18.94,73,490,0,17.42,CDI,Licence,Propriétaire,Acceptable,Automobile,0
74,124.41,15.89,64,436,3,41.33,CDI,Bac,Propriétaire,Mauvais,Immobilier,0
22,51.81,17.53,69,419,4,77.05,CDI,Licence,Propriétaire,Acceptable,Consommation,1
20,113.76,45.34,49,371,8,98.01,CDD,Licence,Propriétaire,Acceptable,Automobile,1
76,65.24,33.63,54,430,2,95.11,Indépendant,Licence,Locataire,Bon,Immobilier,1
18,85.45,37.88,58,756,2,89.94,Chômeur,Bac,Propriétaire,Mauvais,Professionnel,1
75,24.18,46.31,79,778,4,15.84,CDI,Master,Locataire,Acceptable,Immobilier,0
77,39.47,46.03,54,351,9,91.45,CDD,Licence,Locataire,Excellent,Automobile,1
55,144.22,38.25,71,418,5,87.84,Chômeur,Licence,Locataire,Bon,Automobile,1
32,135.17,13.9,68,563,2,37.69,CDI,Licence,Propriétaire,Excellent,Consommation,1
51,103.06,42.95,30,538,0,39.45,Chômeur,Master,Locataire,Mauvais,Professionnel,1
78,77.05,14.17,9,650,9,45.99,Chômeur,Licence,Propriétaire,Bon,Professionnel,0
52,106.23,38.43,56,554,7,65.62,CDI,Master,Locataire,Excellent,Automobile,0
66,98.51,35.85,16,608,0,26.08,CDI,Licence,Locataire,Bon,Consommation,0
42,91.75,39.15,22,794,1,2.29,CDI,Bac,Propriétaire,Mauvais,Immobilier,1
41,22.99,28.97,71,356,2,14.12,CDI,Licence,Propriétaire,Bon,Automobile,1
29,100.43,33.74,75,702,5,44.01,Chômeur,Licence,Locataire,Bon,Consommation,1
35,118.8,47.9,78,366,3,28.2,Chômeur,Licence,Locataire,Bon,Automobile,1
32,149.2,9.55,74,345,3,76.45,CDI,Licence,Propriétaire,Excellent,Immobilier,0
61,16.5,18.9,34,668,8,10.67,CDD,Bac,Propriétaire,Excellent,Immobilier,1
33,113.57,32.51,78,531,5,91.75,CDD,Licence,Propriétaire,Bon,Automobile,0
44,92.19,48.38,77,701,1,89.53,CDI,Master,Locataire,Bon,Immobilier,1
25,73.6,9.3,25,322,6,90.88,CDD,Licence,Propriétaire,Bon,Automobile,1
77,32.22,6.01,32,566,2,73.96,Chômeur,Licence,Locataire,Bon,Immobilier,1
63,70.23,7.51,13,417,8,10.7,CDI,Doctorat,Locataire,Excellent,Immobilier,0
42,62.84,7.36,66,354,5,43.81,CDI,Licence,Locataire,Mauvais,Immobilier,1
34,55.88,45.85,33,452,7,13.14,CDI,Bac,Locataire,Bon,Consommation,0
46,113.67,37.46,75,538,0,98.77,CDI,Master,Propriétaire,Excellent,Consommation,1
70,109.6,35.47,8,564,1,33.3,CDI,Bac,Propriétaire,Excellent,Automobile,1
25,94.52,28.52,74,567,5,58.53,CDI,Master,Propriétaire,Excellent,Automobile,0
32,141.72,40.19,78,412,2,77.94,CDD,Bac,Propriétaire,Excellent,Automobile,1
44,62.23,12.0,12,465,0,92.06,Indépendant,Bac,Propriétaire,Bon,Consommation,1
63,47.91,22.64,65,307,5,75.55,CDI,Bac,Locataire,Acceptable,Professionnel,1
67,103.55,27.05,9,516,4,67.45,CDI,Licence,Locataire,Bon,Immobilier,0
69,41.84,9.97,10,730,8,46.6,Indépendant,Bac,Propriétaire,Bon,Immobilier,0
24,57.53,23.88,16,591,5,60.54,Indépendant,Bac,Propriétaire,Mauvais,Consommation,1
20,45.32,19.24,20,349,4,9.42,CDI,Master,Propriétaire,Bon,Immobilier,0
46,24.34,6.6,69,406,0,88.39,CDI,Master,Locataire,Acceptable,Professionnel,1
61,126.71,11.15,18,308,0,54.38,Indépendant,Master,Locataire,Excellent,Consommation,0
70,49.36,39.38,12,755,10,4.01,CDI,Master,Propriétaire,Excellent,Automobile,0
41,78.86,5.81,11,622,0,91.99,CDI,Licence,Locataire,Bon,Automobile,0
77,20.85,47.04,61,608,6,48.93,CDI,Master,Propriétaire,Excellent,Consommation,1
75,109.41,8.89,69,444,5,86.86,CDI,Licence,Propriétaire,Mauvais,Immobilier,0
20,59.63,40.97,55,711,4,85.69,CDI,Licence,Propriétaire,Excellent,Consommation,1
37,115.54,45.44,35,413,3,81.58,CDI,Master,Locataire,Bon,Immobilier,0
63,70.67,47.35,27,698,10,6.14,Indépendant,Bac,Propriétaire,Bon,Professionnel,1
32,41.43,44.04,30,574,10,24.71,Indépendant,Master,Propriétaire,Excellent,Immobilier,1
42,84.28,17.94,33,423,7,87.55,Retraité,Licence,Propriétaire,Acceptable,Consommation,0
47,32.62,19.99,44,385,10,89.9,CDI,Bac,Propriétaire,Bon,Immobilier,1
31,74.47,24.19,72,346,7,45.81,CDI,Bac,Locataire,Acceptable,Automobile,1
24,57.84,11.27,10,500,4,44.0,Indépendant,Bac,Propriétaire,Acceptable,Automobile,1
34,138.11,6.0,70,575,3,17.51,CDD,Master,Locataire,Bon,Immobilier,0
79,23.23,44.11,20,848,1,96.84,CDI,Doctorat,Propriétaire,Bon,Automobile,0
61,108.69,29.94,72,429,6,21.31,CDI,Licence,Propriétaire,Bon,Immobilier,0
37,39.67,32.39,45,747,4,19.09,CDI,Bac,Propriétaire,Excellent,Automobile,0
53,58.07,46.71,74,688,2,66.07,CDI,Bac,Propriétaire,Excellent,Automobile,1
26,71.09,34.93,82,562,8,24.28,CDI,Master,Propriétaire,Mauvais,Consommation,1
55,137.58,36.09,48,577,8,93.88,Retraité,Bac,Propriétaire,Bon,Immobilier,1
65,47.75,40.41,6,345,10,1.09,CDI,Master,Locataire,Excellent,Immobilier,1
74,27.33,10.24,27,467,10,0.58,Retraité,Licence,Locataire,Excellent,Automobile,0
77,58.02,21.21,67,744,9,50.49,Indépendant,Master,Locataire,Bon,Consommation,1
80,29.13,48.57,84,345,10,48.81,CDI,Licence,Propriétaire,Excellent,Consommation,1
39,32.36,46.53,31,839,7,16.34,Indépendant,Licence,Propriétaire,Bon,Automobile,1
71,92.47,44.78,23,386,0,49.45,CDD,Licence,Propriétaire,Excellent,Consommation,1
70,23.22,25.34,53,684,2,41.17,CDI,Master,Locataire,Excellent,Consommation,0
70,19.18,43.57,14,564,1,89.03,CDI,Master,Autre,Acceptable,Immobilier,0
19,111.45,7.18,6,321,3,0.93,CDD,Licence,Locataire,Mauvais,Immobilier,1
41,63.82,11.68,14,749,1,97.63,CDD,Licence,Propriétaire,Bon,Immobilier,1
25,31.93,23.63,28,531,10,62.44,CDD,Master,Propriétaire,Acceptable,Immobilier,1
28,49.24,26.75,50,485,7,15.18,CDD,Master,Propriétaire,Excellent,Automobile,0
30,101.68,16.86,7,625,0,4.68,CDI,Licence,Propriétaire,Acceptable,Automobile,0
34,52.2,21.04,19,482,3,53.81,CDD,Bac,Propriétaire,Excellent,Automobile,1
25,81.76,12.32,43,696,4,23.49,CDI,Bac,Propriétaire,Acceptable,Immobilier,1
38,31.43,27.01,45,780,9,30.12,CDD,Master,Propriétaire,Acceptable,Consommation,1
35,94.39,40.72,68,702,3,24.51,Chômeur,Bac,Propriétaire,Acceptable,Automobile,1
47,57.67,34.76,21,762,7,65.02,CDD,Bac,Propriétaire,Acceptable,Automobile,1
35,99.64,9.85,80,716,1,55.35,Indépendant,Bac,Locataire,Bon,Professionnel,0
63,124.13,26.94,11,501,8,7.8,CDD,Licence,Propriétaire,Bon,Immobilier,1
64,97.57,36.39,8,364,1,52.65,CDD,Licence,Propriétaire,Bon,Automobile,1
48,54.93,28.85,19,316,1,79.12,CDD,Bac,Locataire,Bon,Consommation,1
55,49.53,22.63,71,482,1,8.12,CDI,Bac,Locataire,Excellent,Consommation,1
49,59.2,32.99,80,690,9,88.97,Retraité,Master,Propriétaire,Bon,Immobilier,1
28,37.22,48.59,72,343,7,57.83,CDI,Master,Locataire,Acceptable,Consommation,1
62,39.46,9.27,36,781,2,95.06,CDI,Bac,Propriétaire,Excellent,Professionnel,1
42,121.74,22.55,38,562,9,14.81,CDI,Bac,Propriétaire,Bon,Automobile,0
50,66.94,23.3,6,473,10,99.36,CDI,Licence,Propriétaire,Acceptable,Immobilier,0
77,73.86,30.96,49,740,9,64.43,Indépendant,Master,Propriétaire,Excellent,Consommation,1
55,95.2,11.85,20,519,7,56.75,CDI,Master,Locataire,Bon,Immobilier,1
58,94.6,12.95,42,693,6,51.53,Indépendant,Master,Propriétaire,Mauvais,Automobile,1
25,24.1,17.84,32,494,9,2.37,CDI,Master,Propriétaire,Acceptable,Consommation,0
28,127.26,48.01,53,708,3,93.96,CDI,Bac,Locataire,Bon,Automobile,1
39,38.94,38.03,32,770,6,64.4,CDI,Bac,Propriétaire,Bon,Immobilier,0
68,112.61,34.78,17,646,10,9.16,CDD,Licence,Locataire,Excellent,Immobilier,1
41,119.31,41.76,72,761,7,2.1,Indépendant,Master,Propriétaire,Excellent,Automobile,1
58,111.51,10.74,35,360,5,5.08,CDD,Licence,Propriétaire,Bon,Automobile,1
34,93.16,43.67,71,465,5,60.94,CDI,Doctorat,Propriétaire,Mauvais,Consommation,1
29,16.97,31.77,12,450,2,61.4,Retraité,Master,Locataire,Mauvais,Consommation,1
74,63.65,20.09,39,410,4,49.97,CDI,Master,Locataire,Acceptable,Automobile,0
63,96.65,41.71,37,787,9,30.68,CDD,Bac,Propriétaire,Bon,Professionnel,1
49,67.31,41.12,44,848,1,53.17,CDI,Bac,Propriétaire,Excellent,Professionnel,0
32,131.57,43.06,48,302,4,51.63,CDI,Master,Locataire,Bon,Immobilier,1
33,56.69,10.2,48,782,4,1.94,CDI,Bac,Locataire,Bon,Immobilier,1
71,54.63,48.62,83,312,6,28.25,CDI,Bac,Locataire,Bon,Immobilier,1
39,50.91,48.18,8,461,3,5.32,Chômeur,Master,Propriétaire,Acceptable,Immobilier,0
45,59.93,21.09,51,643,10,90.02,CDD,Master,Locataire,Acceptable,Immobilier,0
37,90.25,7.97,37,748,5,72.52,Indépendant,Bac,Propriétaire,Acceptable,Automobile,0
50,110.45,12.52,48,631,8,99.61,CDD,Master,Locataire,Bon,Immobilier,1
27,104.45,49.68,8,563,3,30.22,CDD,Bac,Propriétaire,Acceptable,Immobilier,0
57,124.04,30.34,79,382,10,87.85,Indépendant,Bac,Locataire,Excellent,Immobilier,1
49,134.6,21.05,68,633,5,60.31,Chômeur,Licence,Propriétaire,Acceptable,Immobilier,0
67,125.17,17.97,45,679,8,45.31,CDI,Master,Locataire,Excellent,Automobile,1
77,17.56,16.56,23,518,9,22.26,CDI,Bac,Locataire,Bon,Immobilier,0
50,114.35,34.89,72,753,0,73.84,Indépendant,Licence,Locataire,Excellent,Professionnel,0
19,43.13,23.87,67,388,7,90.41,Retraité,Bac,Locataire,Excellent,Immobilier,1
50,32.95,48.44,15,632,0,23.53,Retraité,Doctorat,Locataire,Mauvais,Professionnel,1
50,101.2,35.77,57,609,3,17.54,CDD,Licence,Locataire,Bon,Immobilier,1
58,58.17,40.64,78,719,2,69.62,CDI,Licence,Propriétaire,Mauvais,Automobile,1
30,22.71,18.17,51,653,3,97.7,CDI,Bac,Propriétaire,Excellent,Immobilier,1
47,33.58,8.56,60,399,6,75.0,Chômeur,Licence,Locataire,Excellent,Consommation,1
50,15.13,26.95,51,444,8,28.46,CDI,Licence,Locataire,Bon,Immobilier,0
30,136.94,19.16,80,309,8,42.0,CDI,Master,Propriétaire,Bon,Professionnel,1
69,18.32,14.09,65,343,9,38.43,Chômeur,Bac,Locataire,Bon,Immobilier,1
43,43.28,47.87,31,685,0,85.21,CDI,Doctorat,Propriétaire,Bon,Immobilier,1
39,71.2,24.98,32,794,9,77.14,Indépendant,Licence,Propriétaire,Acceptable,Automobile,0
56,63.14,12.86,43,792,0,58.9,CDD,Bac,Locataire,Bon,Consommation,1
19,138.08,13.94,27,468,8,27.5,CDI,Licence,Locataire,Bon,Professionnel,1
55,20.44,17.63,31,830,3,93.8,CDI,Licence,Locataire,Bon,Automobile,1
56,84.15,49.97,74,635,2,65.33,CDI,Master,Locataire,Acceptable,Consommation,1
43,106.86,17.06,40,812,8,97.05,CDD,Master,Propriétaire,Acceptable,Consommation,1
63,140.78,19.8,71,429,4,58.01,CDD,Licence,Propriétaire,Bon,Automobile,1
75,98.75,34.67,78,838,5,82.12,CDI,Bac,Locataire,Bon,Consommation,0
67,123.51,18.23,56,813,0,81.31,Retraité,Bac,Locataire,Bon,Immobilier,0
